CATCODE,CLASS,SUBCLASS,NAME,NUM_1,UNIT_1,H,COUNTY,ST,LATITUDE,LONGITUDE,ALT (ft ASL),R95 (sm),VNTK_M,VNTK_S,DATE REVIEWED,REVIEWER,CHANGE_LOG1,
25110,ECON,SULFURIC ACID PRODUCTION,VALERO ENERGY SUNRAY TX,90,MTPD,US,MOORE,TX,35.95278,-101.87694,"3,553",0.05,11Q7,13Q7,20220202,DMT,,
21110,ECON,OIL REFINERIES,VALERO REFINING MCKEE,"195,000",BBLPD,US,MOORE,TX,35.95416,-101.87974,"3,540",0.25,13Q7,15Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP BROADWAY EVANSVILLE IN,142,MW,US,VANDERBURGH,IN,37.96912,-87.60488,380,0.02,14Q7,18Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,L3HARRIS WACO TX,"2,800,000,000",$$$$,US,NCLENNAN,TX,31.63132,-97.06543,453,0.25,14Q7,16Q7,20220202,DMT,,
43900,ECON,DAMS,SABINE RIVER DAM (TOLEDO BEND),"4,492,000",ACRE-FT,US,NEWTON,TX,31.17388,-93.56623,171,0.05,39P0,41P0,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP DELRAY DETROIT MI,142,MW,US,WAYNE,MI,42.29494,-83.10217,587,0.03,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",AVENGER FIELD,2,EMB/YR,US,NOLAN,TX,32.46736,-100.46656,"2,358",0.60,09P0,12P0,20201015,DMT,,
75200,OMT,MILITARY BASES,ALF CABANISS,1,,US,NUECES,TX,27.70062,-97.43556,23,0.80,09P0,12P0,20220201,DMT,,
75200,OMT,MILITARY BASES,ALF WALDRON FIELD,1,,US,NUECES,TX,27.63433,-97.31334,22,0.50,09P0,12P0,20220201,DMT,,
21110,ECON,OIL REFINERIES,BUCKEYE TEXAS PROCESSING ,"46,250",BBLPD,US,NUECES,TX,27.81794,-97.50719,11,0.25,13Q7,15Q7,20220202,DMT,,
75200,OMT,MILITARY BASES,CGAS CORPUS CHRISTI,1,,US,NUECES,TX,27.78111,-97.50931,40,0.10,09P0,12P0,20220204,DMT,,
21110,ECON,OIL REFINERIES,CITGO PETROLEUM CORPUS CHRISTI,"157,500",BBLPD,US,NUECES,TX,27.80839,-97.42544,24,0.30,13Q7,15Q7,20220202,DMT,,
74300,LC3,CITY HALL,CORPUS CHRISTI CITY HALL,"317,863",POPULATION,US,NUECES,TX,27.79586,-97.40421,37,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",CORPUS CHRISTI INTERNATIONAL,"328,109",EMB/YR,US,NUECES,TX,27.77219,-97.50242,37,0.95,09P0,12P0,20201015,DMT,,
21110,ECON,OIL REFINERIES,FLINT HILLS CORPUS CHRISTI,"296,470",BBLPD,US,NUECES,TX,27.80624,-97.42306,24,0.50,13Q7,15Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,KCS CORPUS CHRISTI YARD TX,"53,683",,US,NUECES,TX,27.78591,-97.47687,44,0.40,11Q5,13Q5,20220202,DMT,,
75200,OMT,MILITARY BASES,NAS CORPUS CHRISTI,1,,US,NUECES,TX,27.69276,-97.27963,14,2.0,09P0,12P0,20220201,DMT,,
80030,OMT,"AIRFIELDS, MILITARY",NAS CORPUS CHRISTI - TRUAX FIELD,1,EMB/YR,US,NUECES,TX,27.69270,-97.29038,10,0.90,09P0,12P0,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NGPL 341 ROBSTOWN TX,"6,330",CERT_HP,US,NUECES,TX,27.87340,-97.71620,96,0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TENN 001 AGUA DULCE TX,"17,800",CERT_HP,US,NUECES,TX,27.74790,-97.85542,103,0.02,11Q7,13Q7,20220202,DMT,,
21820,OMT,POL STORAGE,POL STORAGE NAS CORPUS CHRISTI,1,,US,NUECES,TX,27.68898,-97.27801,15,0.05,21Q9,21Q9,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP SYLVARENA RALEIGH MS,141,MW,US,SMITH,MS,31.98198,-89.41272,373,0.03,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MIDWAY PEAKING,140,MW,US,FRESNO,CA,36.65411,-120.57973,397,0.03,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP SAVANNAH RIVER MILL RINCON GA,140,MW,US,EFFINGHAM,GA,32.33382,-81.20104,64,0.15,14Q7,18Q7,20220202,DMT,,
21110,ECON,OIL REFINERIES,VALERO REFINING CORPUS CHRISTI,"293,000",BBLPD,US,NUECES,TX,27.81120,-97.44167,30,0.30,13Q7,15Q7,20220202,DMT,,
80030,OMT,"AIRFIELDS, MILITARY",WALDRON FIELD NOLF,1,EMB/YR,US,NUECES,TX,27.63500,-97.31222,21,0.50,09P0,12P0,20220202,DMT,,
25000,ECON,CHEMICAL MANUFACTURING,INVISTA ORANGE PLANT TX,"325,199",NAICS,US,ORANGE,TX,30.05444,-93.75407,9,0.50,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION FLDR 06 ORANGE TX,"6,000",CERT_HP,US,ORANGE,TX,30.06834,-93.95269,16,0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC VIDOR TX,"12,100",CERT_HP,US,ORANGE,TX,30.06333,-93.97601,13,0.02,11Q7,13Q7,20220202,DMT,,
23300,ECON,STEEL PRODUCTION,OPTIMUS STEEL VIDOR TX,656,MT,US,ORANGE,TX,30.08154,-94.07390,13,0.25,17Q7,19Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP NEBO POWER STATION PAYSON UT,140,MW,US,UTAH,UT,40.06162,-111.72974,"4,575",0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MECKLENBURG POWER STATION CLARKSVILLE VA,140,MW,US,MECKLENBURG,VA,36.59978,-78.52996,347,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MARCH POINT COGENERATION ANACORTES WA,140,MW,US,SKAGIT,WA,48.47013,-122.56111,97,0.03,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP CHEYENNE PRAIRIE GENERATING STATION CHEYENNE WY,140,MW,US,LARAMIE,WY,41.12335,-104.72124,"5,940",0.05,14Q7,18Q7,20220202,DMT,,
43900,ECON,DAMS,BRAZOS RIVER DAM (MORRIS SHEPPARD),"1,365,000",ACRE-FT,US,PALO PINTO,TX,32.87157,-98.42652,992,0.10,39P0,41P0,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP INTERSTATE SPRINGFIELD IL,139,MW,US,SANGAMON,IL,39.82330,-89.58910,589,0.02,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CEGT PANOLA TX,"35,620",CERT_HP,US,PANOLA,TX,32.35355,-94.09207,343,0.05,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GSPL CARTHAGE #2 TX,"3,000",CERT_HP,US,PANOLA,TX,32.13829,-94.33552,296,0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GSPL CARTHAGE JUNCTION TX,"8,650",CERT_HP,US,PANOLA,TX,32.11942,-94.33857,262,0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",MINERAL WELLS,63,EMB/YR,US,PARKER,TX,32.78161,-98.06018,944,0.70,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION ELPA PUCKETT TX,"2,700",CERT_HP,US,PECOS,TX,30.74458,-102.49071,"3,309",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION GSPL GOODRICH #2 TX,"7,920",CERT_HP,US,POLK,TX,30.60847,-94.93850,159,0.01,11Q7,13Q7,20220202,DMT,,
43900,ECON,DAMS,TRINITY RIVER-TX DAM (LAKE LIVINGSTON),"1,750,000",ACRE-FT,US,POLK,TX,30.63256,-95.01212,128,0.20,39P0,41P0,20220202,DMT,,
74300,LC3,CITY HALL,AMARILLO CITY HALL,"200,393",POPULATION,US,POTTER,TX,35.20692,-101.83118,"3,672",0.10,10P0,12P2,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,BELL-BOEING AMARILLO TX,"31,000,000,000",$$$$,US,POTTER,TX,35.20969,-101.71754,"3,612",0.40,14Q7,16Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,BNSF AMARILLO YARD TX,1,,US,POTTER,TX,35.19561,-101.82953,"3,663",0.75,11Q5,13Q5,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS AMA CARSR AMARILLO TX,1,,US,POTTER,TX,35.24678,-101.65545,"3,574",0.03,10Q7,10Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION CIGG BIG CANYON TX,"2,956",CERT_HP,US,POTTER,TX,35.53844,-101.89562,"3,415",0.01,11Q7,13Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",RICK HUSBAND AMARILLO INTERNATIONAL,"353,124",EMB/YR,US,POTTER,TX,35.21936,-101.70592,"3,613",1.8,09P0,12P0,20201015,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP NEWARK BAY COGENERATION PARTNERSHIP LP NEWARK NJ,139,MW,US,ESSEX,NJ,40.71993,-74.12989,17,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP GADSDEN GADSDEN AL,138,MW,US,ETOWAH,AL,34.01296,-85.97057,535,0.04,14Q7,18Q7,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,TARS B-43 L-88 MARFA TX,1,,US,PRESIDIO,TX,30.43439,-104.32061,"4,707",0.05,10Q7,10Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION ELPA AMARILLO TX,"5,400",CERT_HP,US,RANDALL,TX,35.13463,-102.07350,"3,814",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION ELPA WAHA TX,"4,640",CERT_HP,US,REEVES,TX,31.27447,-103.10703,"2,585",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TRAN 020 REFUGIO TX,"8,320",CERT_HP,US,REFUGIO,TX,28.32093,-97.29680,67,0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT PAMPA TX,"9,300",CERT_HP,US,ROBERTS,TX,35.80264,-100.92284,"3,036",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TRWT RED DEER ANR TX,-999,CERT_HP,US,ROBERTS,TX,35.78712,-100.62709,"3,009",0.01,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MICHIGAN POWER L P LUDINGTON MI,138,MW,US,MASON,MI,43.94054,-86.42414,629,0.05,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP TY COOKE LUBBOCK TX,138,MW,US,LUBBOCK,TX,33.52121,-101.79104,"3,162",0.03,14Q7,18Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,L3HARRIS ROCKWALL TX,"1,500,000,000",$$$$,US,ROCKWALL,TX,32.91165,-96.41918,601,0.05,14Q7,16Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MCCLELLAN CAMDEN AR,136,MW,US,OUACHITA,AR,33.56480,-92.79170,124,0.01,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP GILROY PEAKING ENERGY CENTER,135,MW,US,SANTA CLARA,CA,36.99900,-121.53630,178,0.02,14Q7,18Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC HUNTSVILLE TX,"10,500",CERT_HP,US,SAN JACINTO,TX,30.64683,-95.33771,354,0.02,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP MANSFIELD MILL MANSFIELD LA,135,MW,US,DE SOTO,LA,32.15819,-93.55597,179,0.03,14Q7,18Q7,20220202,DMT,,
25000,ECON,CHEMICAL MANUFACTURING,CHEMOURS INGLESIDE PLANT TX,"325,120",NAICS,US,SAN PATRICIO,TX,27.87963,-97.24326,19,0.80,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP EXELON MEDWAY LLC MEDWAY MA,135,MW,US,NORFOLK,MA,42.14003,-71.44644,208,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP CPI USA NC SOUTHPORT SOUTHPORT NC,135,MW,US,BRUNSWICK,NC,33.94438,-78.01182,25,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP PARLIN POWER PLANT PARLIN NJ,135,MW,US,MIDDLESEX,NJ,40.46072,-74.32716,101,0.03,14Q7,18Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",WINSTON FIELD,1,EMB/YR,US,SCURRY,TX,32.69339,-100.95047,"2,416",0.70,09P0,12P0,20201015,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION TETC JOAQUIN TX,"4,400",CERT_HP,US,SHELBY,TX,31.93926,-94.00765,263,0.01,11Q7,13Q7,20220202,DMT,,
21110,ECON,OIL REFINERIES,DELEK REFINING,"72,000",BBLPD,US,SMITH,TX,32.36268,-95.28047,497,0.15,13Q7,15Q7,20220202,DMT,,
74300,LC3,CITY HALL,TYLER CITY HALL,"105,995",POPULATION,US,SMITH,TX,32.35223,-95.30592,546,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",TYLER POUNDS REGIONAL,"48,532",EMB/YR,US,SMITH,TX,32.35356,-95.40297,532,0.90,09P0,12P0,20201015,DMT,,
42141,ECON,SPENT FUEL INSTALLATIONS,ISFSI NPP COMANCHE PEAK,"1,339",MT,US,SOMERVELL,TX,32.29487,-97.77646,832,0.03,45Z0,45Z0,20220202,DMT,,
42140,ECON,NUCLEAR POWER PLANTS,NPP COOPER,801,MW,US,NEMAHA,NE,40.36223,-95.64127,912,0.05,14Q7,18Q7,20220403,DMT,,
43900,ECON,DAMS,RIO GRANDE RIVER DAM (FALCON),"2,668,000",ACRE-FT,US,STARR,TX,26.55810,-99.16199,325,0.75,39P0,41P0,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,TARS B-45 L-88 RIO GRANDE TX,1,,US,STARR,TX,26.57233,-98.81715,336,0.05,10Q7,10Q7,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",136TH AW (C-130H),1,AS,US,TARRANT,TX,32.77941,-97.43368,620,0.15,12P0,14P0,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",301ST FW (F-16C),1,FS,US,TARRANT,TX,32.78082,-97.42961,608,0.10,12P0,14P0,20220202,DMT,,
41920,LC3,4ESS SWITCH,4ESS SWITCH (FTWOTXED),1,,US,TARRANT,TX,32.74985,-97.32960,624,0.02,10Q6,12Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,ALLIANT TECHSYSTEMS OPERATIONS FORT WORTH TX,"620,000,000",$$$$,US,TARRANT,TX,32.82068,-97.35496,689,0.05,14Q7,16Q7,20220202,DMT,,
74300,LC3,CITY HALL,ARLINGTON CITY HALL,"394,266",POPULATION,US,TARRANT,TX,32.73604,-97.10774,612,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ARLINGTON MUNICIPAL,124,EMB/YR,US,TARRANT,TX,32.66386,-97.09428,622,0.60,09P0,12P0,20201015,DMT,,
85600,LC3,ARTCC,ARTCC FORT WORTH,1,,US,TARRANT,TX,32.83054,-97.06657,551,0.05,10Q7,13Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,BELL TEXTRON FORT WORTH TX,"12,000,000,000",$$$$,US,TARRANT,TX,32.80593,-97.16053,524,0.40,14Q7,16Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,BNSF NORTH YARDS TX,1,,US,TARRANT,TX,32.82502,-97.33254,650,0.80,11Q5,13Q5,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,COLLINS ELBIT VISION SYSTEMS FORT WORTH TX,"650,000,000",$$$$,US,TARRANT,TX,32.82955,-97.38340,740,0.10,14Q7,16Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",DALLAS-FORT WORTH INTERNATIONAL,"35,778,573",EMB/YR,US,TARRANT,TX,32.89723,-97.03769,580,2.8,09P0,12P0,20201015,DMT,,
80011,ECON,AIRFIELD CARGO FACILITIES,DALLAS-FORT WORTH INTERNATIONAL CARGO AREA,"4,740,849,216",LBLW19,US,TARRANT,TX,32.90573,-97.06135,598,0.75,09P0,12P0,20220202,DMT,,
74300,LC3,CITY HALL,FORT WORTH CITY HALL,"918,915",POPULATION,US,TARRANT,TX,32.75048,-97.33147,620,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",FORT WORTH MEACHAM INTERNATIONAL,"4,348",EMB/YR,US,TARRANT,TX,32.81977,-97.36245,677,0.70,09P0,12P0,20201015,DMT,,
80030,OMT,"AIRFIELDS, MILITARY",FORT WORTH NAS JRB (CARSWELL FIELD),1,EMB/YR,US,TARRANT,TX,32.76919,-97.44153,635,1.2,09P0,12P0,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",FORT WORTH SPINKS,23,EMB/YR,US,TARRANT,TX,32.56537,-97.30837,684,0.65,09P0,12P0,20201015,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS FTW CARSR FORT WORTH TX,1,,US,TARRANT,TX,32.94458,-97.22014,683,0.03,10Q7,10Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,L3HARRIS ARLINGTON TX,"4,600,000,000",$$$$,US,TARRANT,TX,32.74954,-97.07245,565,0.05,14Q7,16Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,LOCKHEED MARTIN FORT WORTH TX,1,$$$$,US,TARRANT,TX,32.77415,-97.45003,715,0.60,14Q7,16Q7,20220202,DMT,,
75200,OMT,MILITARY BASES,NAS JRB FORT WORTH,1,,US,TARRANT,TX,32.76939,-97.43381,622,1.2,09P0,12P0,20220201,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,PAE APPLIED TECHNOLOGIES FORT WORTH TX,"4,900,000,000",$$$$,US,TARRANT,TX,32.75291,-97.34356,574,0.05,14Q7,16Q7,20220202,DMT,,
21820,OMT,POL STORAGE,POL STORAGE NAS JRB FORT WORTH,1,,US,TARRANT,TX,32.76779,-97.42329,588,0.05,21Q9,21Q9,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,SAFRAN HELICOPTER ENGINES GRAND PRAIRIE TX,"300,000,000",$$$$,US,TARRANT,TX,32.69970,-97.05287,597,0.05,14Q7,16Q7,20220202,DMT,,
75200,OMT,MILITARY BASES,TEXAS ARNG FORTWORTH-SHOREVIEW,1,,US,TARRANT,TX,32.77819,-97.45855,642,0.25,09P0,12P0,20220201,DMT,,
75200,OMT,MILITARY BASES,TEXAS ARNG SAGINAW,1,,US,TARRANT,TX,32.85509,-97.35036,694,0.50,09P0,12P0,20220201,DMT,,
49620,ECON,COLLEGES AND UNIVERSITIES,TEXAS CHRISTIAN UNIVERSITY,1,,US,TARRANT,TX,32.70902,-97.36227,677,0.50,10P0,12P2,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP PEDRICKTOWN COGENERATION COMPANY LP PEDRICKTOWN NJ,135,MW,US,SALEM,NJ,39.76680,-75.42380,12,0.04,14Q7,18Q7,20220202,DMT,,
45310,ECON,RAILROAD YARDS,UP ARLINGTON YARD TX,"46,167",,US,TARRANT,TX,32.74061,-97.05529,593,0.40,11Q5,13Q5,20220202,DMT,,
45310,ECON,RAILROAD YARDS,UP CENTENNIAL YARD TX,"135,877",,US,TARRANT,TX,32.72251,-97.37897,575,1.1,11Q5,13Q5,20220202,DMT,,
45310,ECON,RAILROAD YARDS,UP NEY YARD TX,"51,535",,US,TARRANT,TX,32.71994,-97.32480,640,0.40,11Q5,13Q5,20220202,DMT,,
99999,OMT,"MILITARY FORCES, AIRCRAFT",7TH BW (B-1B),2,BS,US,TAYLOR,TX,32.41198,-99.84702,"1,785",0.35,12P0,14P0,20220202,DMT,,
74300,LC3,CITY HALL,ABILENE CITY HALL,"125,182",POPULATION,US,TAYLOR,TX,32.45388,-99.73084,"1,718",0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",ABILENE REGIONAL,488,EMB/YR,US,TAYLOR,TX,32.41133,-99.68189,"1,790",1.6,09P0,12P0,20201015,DMT,,
75200,OMT,MILITARY BASES,DYESS AFB,1,,US,TAYLOR,TX,32.42282,-99.83913,"1,775",2.3,09P0,12P0,20220201,DMT,,
80030,OMT,"AIRFIELDS, MILITARY",DYESS AFB,1,EMB/YR,US,TAYLOR,TX,32.41848,-99.85654,"1,786",1.4,09P0,12P0,20220202,DMT,,
21820,OMT,POL STORAGE,POL STORAGE DYESS AFB 1,1,,US,TAYLOR,TX,32.43544,-99.84598,"1,780",0.05,21Q9,21Q9,20220202,DMT,,
21820,OMT,POL STORAGE,POL STORAGE DYESS AFB 2,1,,US,TAYLOR,TX,32.40772,-99.84281,"1,784",0.05,21Q9,21Q9,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NNAT BROWNFIELD TX,"9,300",CERT_HP,US,TERRY,TX,33.32525,-102.29697,"3,394",0.01,11Q7,13Q7,20220202,DMT,,
21520,ECON,NG COMPRESSOR STATIONS,NG COMPRESSOR STATION NGPL 803 MOUNT PLEASANT TX,"9,470",CERT_HP,US,TITUS,TX,33.26630,-94.90616,415,0.01,11Q7,13Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP SPIRIT MOUND VERMILLION SD,135,MW,US,CLAY,SD,42.89768,-96.99062,"1,307",0.02,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP LARSEN MEMORIAL LAKELAND FL,134,MW,US,POLK,FL,28.04920,-81.92285,127,0.05,14Q7,18Q7,20220202,DMT,,
75200,OMT,MILITARY BASES,GOODFELLOW AFB,1,,US,TOM GREEN,TX,31.43218,-100.40439,"1,862",1.0,09P0,12P0,20220201,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",SAN ANGELO REGIONAL - MATHIS FIELD,"66,390",EMB/YR,US,TOM GREEN,TX,31.35775,-100.49631,"1,902",0.80,09P0,12P0,20201015,DMT,,
41920,LC3,4ESS SWITCH,4ESS SWITCH (AUSTTXGR),1,,US,TRAVIS,TX,30.27159,-97.74256,521,0.02,10Q6,12Q7,20220202,DMT,,
74300,LC3,CITY HALL,AUSTIN CITY HALL,"961,855",POPULATION,US,TRAVIS,TX,30.26489,-97.74724,470,0.10,10P0,12P2,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",AUSTIN EXECUTIVE,188,EMB/YR,US,TRAVIS,TX,30.39749,-97.56639,609,0.60,09P0,12P0,20201015,DMT,,
80020,ECON,"AIRFIELDS, JOINT USE",AUSTIN-BERGSTROM INTERNATIONAL,"8,507,410",EMB/YR,US,TRAVIS,TX,30.19453,-97.66988,492,1.4,09P0,12P0,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,BAE SYSTEMS ELECTRONIC SYSTEMS AUSTIN TX,"490,000,000",$$$$,US,TRAVIS,TX,30.27929,-97.66346,503,0.20,14Q7,16Q7,20220202,DMT,,
44110,ECON,"BRIDGES, INTERSTATE HWY",COLORADO RIVER I-35 TX,1,,US,TRAVIS,TX,30.25067,-97.73585,447,0.20,17Q8,23Q8,20220202,DMT,,
43900,ECON,DAMS,COLORADO RIVER-TX DAM (MANSFIELD),"1,953,900",ACRE-FT,US,TRAVIS,TX,30.39206,-97.90723,699,0.15,39P0,41P0,20220202,DMT,,
40100,ECON,FFRDC FACILITIES,DEFENSE INNOVATION UNIT - AUSTIN,1,,US,TRAVIS,TX,30.26888,-97.74056,511,0.05,14Q7,16Q7,20220202,DMT,,
42200,ECON,HE POWER PLANTS,HEPP (BEAVER),112,MW,US,CARROLL,AR,36.42221,-93.84718,936,0.02,16Q8,18Q8,20220202,DMT,,
75200,OMT,MILITARY BASES,TEXAS ARNG AASF1 AUSTIN-BERGSTROM,1,,US,TRAVIS,TX,30.17631,-97.67210,476,0.20,09P0,12P0,20220201,DMT,,
75200,OMT,MILITARY BASES,TEXAS ARNG CAMP MABRY,1,,US,TRAVIS,TX,30.31856,-97.76157,625,0.60,09P0,12P0,20220201,DMT,,
91400,LC3,STATE AREA HQ,TEXAS NG JFHQ AUSTIN TX,1,,US,TRAVIS,TX,30.31371,-97.76126,650,0.05,10P0,12P0,20220202,DMT,,
74200,LC3,STATE CAPITOL,TEXAS STATE CAPITOL,1,,US,TRAVIS,TX,30.27468,-97.74035,549,0.10,10P0,12P2,20220202,DMT,,
74201,LC3,STATE EOC,TEXAS STATE EOC,1,,US,TRAVIS,TX,30.32709,-97.72265,672,0.10,10P0,12P2,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP PONCA CITY PONCA CITY OK,134,MW,US,KAY,OK,36.72056,-97.08613,"1,020",0.05,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP NORTHAMPTON GENERATING COMPANY LP NORTHAMPTON PA,134,MW,US,NORTHAMPTON,PA,40.69219,-75.47881,339,0.04,14Q7,18Q7,20220202,DMT,,
42100,ECON,THERMAL POWER PLANTS,TPP KING CITY POWER PLANT,133,MW,US,MONTEREY,CA,36.22500,-121.12780,331,0.02,14Q7,18Q7,20220202,DMT,,
60000,ECON,DEFENSE INDUSTRIAL BASE,ULTRA ELECTRONICS ADVANCED TACTICAL SYSTEMS AUSTIN TX,"380,000,000",$$$$,US,TRAVIS,TX,30.19794,-97.71070,581,0.05,14Q7,16Q7,20220202,DMT,,
49620,ECON,COLLEGES AND UNIVERSITIES,UNIVERSITY OF TEXAS AT AUSTIN,1,,US,TRAVIS,TX,30.28729,-97.73766,564,0.50,10P0,12P2,20220202,DMT,,
85100,LC3,RADAR SYSTEMS,JSS LRRS J-26A ARSR-4 KING MOUNTAIN TX,1,,US,UPTON,TX,31.28531,-102.27340,"3,148",0.03,10Q7,10Q7,20220202,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",GARNER FIELD,3,EMB/YR,US,UVALDE,TX,29.21133,-99.74358,940,0.50,09P0,12P0,20201015,DMT,,
80010,ECON,"AIRFIELD, CIVILIAN",DEL RIO INTERNATIONAL,"2,712",EMB/YR,US,VAL VERDE,TX,29.37421,-100.92716,992,0.60,09P0,12P0,20201015,DMT,,
